dataset,wave,domain,variable,variable_label,has_value_labels
CGSS,2017,employment,a81a,您配偶或同居伴侣目前是否同时兼有多份工作？,True
CGSS,2017,employment,a81aa,一共兼有多少份工作？,False
CGSS,2017,marriage,a81b,那您配偶或同居伴侣目前最主要的工作大约占他/她职业收入的百分之多少？,False
CGSS,2017,employment,a81b,那您配偶或同居伴侣目前最主要的工作大约占他/她职业收入的百分之多少？,False
CGSS,2017,income,a81b,那您配偶或同居伴侣目前最主要的工作大约占他/她职业收入的百分之多少？,False
CGSS,2017,marriage,a82,下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作的状况？,True
CGSS,2017,employment,a82,下列各种情形，哪一种更符合您配偶或同居伴侣目前的工作的状况？,True
CGSS,2017,marriage,a82a,请问您配偶或同居伴侣雇有的雇员数是? ,False
CGSS,2017,marriage,a83a,您配偶或同居伴侣的目前的工作是否与用人单位或雇主签订了书面劳动合同？,True
CGSS,2017,employment,a83a,您配偶或同居伴侣的目前的工作是否与用人单位或雇主签订了书面劳动合同？,True
CGSS,2017,marriage,a83b,在您配偶或同居伴侣目前的工作中，他/她的管理活动情况是：,True
CGSS,2017,employment,a83b,在您配偶或同居伴侣目前的工作中，他/她的管理活动情况是：,True
CGSS,2017,leadership,a83b,在您配偶或同居伴侣目前的工作中，他/她的管理活动情况是：,True
CGSS,2017,leadership,a83c,请问他/她管理的人数是：,False
CGSS,2017,marriage,a85,您配偶或同居伴侣目前工作的性质是？,True
CGSS,2017,employment,a85,您配偶或同居伴侣目前工作的性质是？,True
CGSS,2017,marriage,a87,您配偶或同居伴侣目前工作的单位或公司的单位类型是：,True
CGSS,2017,employment,a87,您配偶或同居伴侣目前工作的单位或公司的单位类型是：,True
CGSS,2017,marriage,a88,您配偶或同居伴侣目前工作的单位或公司的所有制性质是：,True
CGSS,2017,employment,a88,您配偶或同居伴侣目前工作的单位或公司的所有制性质是：,True
CGSS,2017,birth_age,a89a,请问您父亲是哪一年出生的？,False
CGSS,2017,education,a89b,您父亲的最高教育程度是：,True
CGSS,2017,employment,a89d,请问您14岁时，您父亲的就业状况是：,True
CGSS,2017,leadership,a89f,您14岁时，您父亲如担任了行政职务，他的职务级别是：,True
CGSS,2017,employment,a89g,您14岁时，您父亲工作的单位或公司的单位类型是：,True
CGSS,2017,employment,a89h,您14岁时，您父亲工作的单位或公司所有制性质是：,True
CGSS,2017,birth_age,a90a,请问您母亲是哪一年出生的？,False
CGSS,2017,education,a90b,您母亲的最高教育程度是：,True
CGSS,2017,employment,a90d,请问您14岁时，您母亲的就业状况是：,True
CGSS,2017,leadership,a90f,您14岁时，您母亲如担任了行政职务，她的职务级别是：,True
CGSS,2017,employment,a90g,您14岁时，您母亲工作的单位或公司的单位类型是：,True
CGSS,2017,employment,a90h,您14岁时，您母亲工作的单位或公司所有制性质是：,True
CGSS,2017,employment,c11,[1 公交车/卡车司机] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c12,[2 大型企业的高级管理人员] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,leadership,c12,[2 大型企业的高级管理人员] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c13,[3 家庭或办公室清洁工] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c14,[4 美发师/理发师] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c15,[5 人力资源经理/人事经理] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c16,[6 律师] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c17,[7 汽车维修工] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c18,[8 护士] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c19,[9 警察（包括交警、巡警等）] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,employment,c110,[10 初中老师] 您认识的人中有没有是从事以下职业的？,True
CGSS,2017,income,c21,[1 我国的收入差距太大了。] 您在多大程度上同意下面的观点？,True
CGSS,2017,income,c23,[3 缩小高收入者和低收入者之间的差距是政府的责任。] 您在多大程度上同意下面的观点？,True
CGSS,2017,housework,c4,您认为在我国主要应该由谁照顾老人？,True
CGSS,2017,employment,c71,[1 帮您做无法独自做的家务或园艺工作] 遇到下列情形时，您首先会找谁？,True
CGSS,2017,housework,c71,[1 帮您做无法独自做的家务或园艺工作] 遇到下列情形时，您首先会找谁？,True
CGSS,2017,housework,c72,[2 当您生病需要卧床休息时，帮您料理家务] 遇到下列情形时，您首先会找谁？,True
CGSS,2017,employment,c82,[2 如果您需要找一份工作] 遇到下列情形时，您首先会向谁或哪个机构寻求帮助？,True
CGSS,2017,employment,c83,[3 帮您处理行政问题或办公室文书工作（比如：填写表格、申请，签合同等）] 遇到下列情形时，您首先会向谁或哪个机构寻求帮助？,True
CGSS,2017,housework,c85,[5 如果您病得很严重，照顾您] 遇到下列情形时，您首先会向谁或哪个机构寻求帮助？,True
CGSS,2017,housework,c131,[1 成年子女有照顾年迈父母的义务] 您在多大程度上同意以下观点？,True
CGSS,2017,housework,c132,[2 在帮助别人之前，应该首先照顾好自己和家人] 您在多大程度上同意以下观点？,True
CGSS,2017,marriage,v942,想一下您生活中重要的人，比如您的配偶或同居伴侣、家人或者亲密朋友，在过去四周里，他们有没有对您感到生气或者失望？,True
CGSS,2017,employment,c20,通常情况下，在工作日里，您一天里与多少个人有联系，不管您认不认识这些人？,True
CGSS,2017,marriage,c25,想一下与您联系最多的家人，不包括您的配偶或同居伴侣、父母、兄弟姐妹和成年子女。您跟他/她多久联系一次？,True
CGSS,2017,income,c34,想一下您家的所有收入，包括所有家庭成员的所有收入来源，您家保持收支平衡困难还是容易？,True
CGSS,2017,employment,c495,[5 因为上网，我的工作受到了影响] 下列描述在多大程度上符合您自己的实际情况？,True
CGSS,2017,employment,c56,在您一周的工作中，需要使用互联网的工作大概占多大比例？,False
CGSS,2017,employment,c571,[寻找客户] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c572,[和客户沟通] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c573,[优化工作流程] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c574,[培训] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c575,[减少繁文缛节] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c576,[提高工作效率] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c577,[其他] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c5797,[不适用] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c5798,[不知道] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c5799,[拒绝回答] 您的工作单位使用网络来（多选）：,True
CGSS,2017,employment,c59,您认为在家上网办公与在单位面对面办公的最根本差异是什么？,True
CGSS,2017,employment,c614,[4互联网使政府工作人员可以更好的关心大众的想法] 您同不同意下面这些说法？,True
CGSS,2017,employment,c64,请问平均一周，除工作和学习时间外，您和朋友面对面交流的时间有多少？,False
CGSS,2017,birth_age,d21_1,[1曾经有过的所有兄弟姐妹数] [哥哥] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d21_2,[1曾经有过的所有兄弟姐妹数] [姐姐] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d21_3,[1曾经有过的所有兄弟姐妹数] [弟弟] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d21_4,[1曾经有过的所有兄弟姐妹数] [妹妹] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d22_1,[2目前仍健在的] [哥哥] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d22_2,[2目前仍健在的] [姐姐] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d22_3,[2目前仍健在的] [弟弟] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d22_4,[2目前仍健在的] [妹妹] 请问您有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a1_1,[1曾经有过的所有兄弟姐妹数] [哥哥] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a1_1,[1曾经有过的所有兄弟姐妹数] [哥哥] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a1_2,[1曾经有过的所有兄弟姐妹数] [姐姐] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a1_2,[1曾经有过的所有兄弟姐妹数] [姐姐] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a1_3,[1曾经有过的所有兄弟姐妹数] [弟弟] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a1_3,[1曾经有过的所有兄弟姐妹数] [弟弟] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a1_4,[1曾经有过的所有兄弟姐妹数] [妹妹] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a1_4,[1曾经有过的所有兄弟姐妹数] [妹妹] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a2_1,[2目前仍健在的] [哥哥] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a2_1,[2目前仍健在的] [哥哥] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a2_2,[2目前仍健在的] [姐姐] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a2_2,[2目前仍健在的] [姐姐] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a2_3,[2目前仍健在的] [弟弟] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a2_3,[2目前仍健在的] [弟弟] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d2a2_4,[2目前仍健在的] [妹妹] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,marriage,d2a2_4,[2目前仍健在的] [妹妹] 请问您的配偶有多少个兄弟姐妹（包括离家或出生后死亡者）？其中仍健在的有几位？,False
CGSS,2017,birth_age,d3c1,[{d3a_1shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c2,[{d3a_2shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c3,[{d3a_3shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c4,[{d3a_4shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c5,[{d3a_5shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c6,[{d3a_6shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c7,[{d3a_7shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c8,[{d3a_8shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c9,[{d3a_9shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,birth_age,d3c10,[{d3a_10shown}] 他们的年龄分别是（周岁）：,False
CGSS,2017,marriage,d3d1,[{d3a_1shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d2,[{d3a_2shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d3,[{d3a_3shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d4,[{d3a_4shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d5,[{d3a_5shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d6,[{d3a_6shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d7,[{d3a_7shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d8,[{d3a_8shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d9,[{d3a_9shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d3d10,[{d3a_10shown}] 他们的婚姻状况分别是：,True
CGSS,2017,employment,d3g1,[{d3a_1shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g2,[{d3a_2shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g3,[{d3a_3shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g4,[{d3a_4shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g5,[{d3a_5shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g6,[{d3a_6shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g7,[{d3a_7shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g8,[{d3a_8shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g9,[{d3a_9shown}] 他们有没有在工作：,True
CGSS,2017,employment,d3g10,[{d3a_10shown}] 他们有没有在工作：,True
CGSS,2017,birth_age,d5b1,[{d5a_1shown}] 他们的年龄分别是：,False
CGSS,2017,birth_age,d5b2,[{d5a_2shown}] 他们的年龄分别是：,False
CGSS,2017,birth_age,d5b3,[{d5a_3shown}] 他们的年龄分别是：,False
CGSS,2017,birth_age,d5b4,[{d5a_4shown}] 他们的年龄分别是：,False
CGSS,2017,birth_age,d5b5,[{d5a_5shown}] 他们的年龄分别是：,False
CGSS,2017,marriage,d5c1,[{d5a_1shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d5c2,[{d5a_2shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d5c3,[{d5a_3shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d5c4,[{d5a_4shown}] 他们的婚姻状况分别是：,True
CGSS,2017,marriage,d5c5,[{d5a_5shown}] 他们的婚姻状况分别是：,True
CGSS,2017,employment,d5d1,[{d5a_1shown}] 他们有没有在工作：,True
CGSS,2017,employment,d5d2,[{d5a_2shown}] 他们有没有在工作：,True
CGSS,2017,employment,d5d3,[{d5a_3shown}] 他们有没有在工作：,True
CGSS,2017,employment,d5d4,[{d5a_4shown}] 他们有没有在工作：,True
CGSS,2017,employment,d5d5,[{d5a_5shown}] 他们有没有在工作：,True
CGSS,2017,birth_age,d61b,请问您父亲的年龄是（周岁）？,False
CGSS,2017,marriage,d61c,请问您父亲的婚姻状况是？,True
CGSS,2017,employment,d61d,请问您父亲有没有在工作？,True
CGSS,2017,marriage,d61e1,[已婚儿子] 请问您父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d61e2,[已婚女儿] 请问您父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d61e3,[未婚子女] 请问您父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,birth_age,d62b,请问您母亲的年龄是（周岁）？,False
CGSS,2017,marriage,d62c,请问您母亲的婚姻状况是？,True
CGSS,2017,employment,d62d,请问您母亲有没有在工作？,True
CGSS,2017,marriage,d62e1,[已婚儿子] 请问您母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d62e2,[已婚女儿] 请问您母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d62e3,[未婚子女] 请问您母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63a,请问您配偶的父亲是否健在？,True
CGSS,2017,birth_age,d63b,请问您配偶父亲的年龄是（周岁）？,False
CGSS,2017,marriage,d63b,请问您配偶父亲的年龄是（周岁）？,False
CGSS,2017,marriage,d63c,请问您配偶父亲的婚姻状况是？,True
CGSS,2017,marriage,d63d,请问您配偶的父亲有没有在工作？,True
CGSS,2017,employment,d63d,请问您配偶的父亲有没有在工作？,True
CGSS,2017,marriage,d63e1,[已婚儿子] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e2,[已婚女儿] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e3,[未婚子女] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e4,[老伴] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e5,[自己一人住] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e6,[住老人院等机构] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e7,[其他] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e98,[不知道] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63e99,[拒绝回答] 请问您配偶的父亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d63f,请问您配偶父亲的住处离您家多远？,True
CGSS,2017,marriage,d63g,请问您与您配偶的父亲多久见一次面？,True
CGSS,2017,marriage,d63h,请问您与您配偶的父亲除了见面之外多久联系一次（电话、书信或email等）？,True
CGSS,2017,marriage,d64a,请问您配偶的母亲是否健在？,True
CGSS,2017,birth_age,d64b,请问您配偶母亲的年龄是（周岁）？,False
CGSS,2017,marriage,d64b,请问您配偶母亲的年龄是（周岁）？,False
CGSS,2017,marriage,d64c,请问您配偶母亲的婚姻状况是？,True
CGSS,2017,marriage,d64d,请问您配偶的母亲有没有在工作？,True
CGSS,2017,employment,d64d,请问您配偶的母亲有没有在工作？,True
CGSS,2017,marriage,d64e1,[已婚儿子] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e2,[已婚女儿] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e3,[未婚子女] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e4,[老伴] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e5,[自己一人住] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e6,[住老人院等机构] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e7,[其他] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e98,[不知道] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64e99,[拒绝回答] 请问您配偶的母亲现在大部分时间跟谁住（多选）？,True
CGSS,2017,marriage,d64f,请问您配偶母亲的住处离您家多远？,True
CGSS,2017,marriage,d64g,请问您与您配偶的母亲多久见一次面？,True
CGSS,2017,marriage,d64h,请问您与您配偶的母亲除了见面之外多久联系一次（电话、书信或email等）？,True
CGSS,2017,marriage,d71,[1 未婚成年男性应该给自己父母生活费] 下列关于子女赡养父母的说法，您是否同意？,True
CGSS,2017,marriage,d72,[2 未婚成年女性应该给自己父母生活费] 下列关于子女赡养父母的说法，您是否同意？,True
CGSS,2017,marriage,d73,[3 已婚男性应该给自己父母生活费 ] 下列关于子女赡养父母的说法，您是否同意？,True
CGSS,2017,marriage,d74,[4 已婚女性应该给自己父母生活费 ] 下列关于子女赡养父母的说法，您是否同意？,True
CGSS,2017,marriage,d75,[5 已婚男性应该给配偶的父母生活费 ] 下列关于子女赡养父母的说法，您是否同意？,True
CGSS,2017,marriage,d76,[6 已婚女性应该给配偶的父母生活费 ] 下列关于子女赡养父母的说法，您是否同意？,True
CGSS,2017,housework,d82,[2 帮助料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾小孩或其他家人] 过去一年，您是否经常为自己父母提供以下帮助？,True
CGSS,2017,housework,d92,[2 帮助料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾小孩或其他家人 ] 过去一年，您自己父母是否经常为您提供以下帮助？,True
CGSS,2017,housework,d10b2,[2 帮助料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾小孩或其他家人] 过去一年，您对该成年子女是否经常提供以下帮助？,True
CGSS,2017,housework,d10c2,[2 帮助料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾小孩或其他家人] 那么，在过去一年，该成年子女是否经常为您提供以下帮助？,True
CGSS,2017,marriage,d111,[1 给钱 ] 过去一年，您是否经常为您配偶父母提供以下帮助？,True
CGSS,2017,marriage,d112,[2 帮助料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾他们(您配偶父母)] 过去一年，您是否经常为您配偶父母提供以下帮助？,True
CGSS,2017,housework,d112,[2 帮助料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾他们(您配偶父母)] 过去一年，您是否经常为您配偶父母提供以下帮助？,True
CGSS,2017,marriage,d121,[1 给钱 ] 过去一年，您配偶父母是否经常为您提供以下帮助？,True
CGSS,2017,marriage,d122,[2 帮您料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾小孩或其他家人] 过去一年，您配偶父母是否经常为您提供以下帮助？,True
CGSS,2017,housework,d122,[2 帮您料理家务(例如打扫、准备晚餐、买东西、代办杂事)或照顾小孩或其他家人] 过去一年，您配偶父母是否经常为您提供以下帮助？,True
CGSS,2017,housework,d131,[1 做晚饭] 下列家务事，您多长时间会做一次？,True
CGSS,2017,housework,d132,[2 洗衣服] 下列家务事，您多长时间会做一次？,True
CGSS,2017,housework,d133,[3 打扫家里] 下列家务事，您多长时间会做一次？,True
CGSS,2017,housework,d134,[4 屋里屋外的修理维护] 下列家务事，您多长时间会做一次？,True
CGSS,2017,housework,d135,[5 购买日常用品] 下列家务事，您多长时间会做一次？,True
CGSS,2017,housework,d15,您认为谁（以及/或他的家庭成员）最应该负起照顾年老父母的责任？,True
CGSS,2017,housework,d163,[3 小孩的养育和照顾 ] 一般而言，您认为以下事情应该是政府的责任还是个人∕家庭的责任？,True
CGSS,2017,education,d164,[4 小孩的教育费用 ] 一般而言，您认为以下事情应该是政府的责任还是个人∕家庭的责任？,True
CGSS,2017,birth_age,d171,[1 选择对象时，先生的年龄要比太太大 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d171,[1 选择对象时，先生的年龄要比太太大 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d172,[2 结婚后不一定要有孩子 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d173,[3 一般而言，已婚的男人比未婚的男人快乐 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d174,[4 一般而言，已婚的女人比未婚的女人快乐 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d175,[5 一对情侣住在一起，即使没有结婚的打算也没什么关系 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d176,[6 想要离婚的人应等到小孩长大再离婚 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d177,[7 当夫妻没有办法解决他们的婚姻问题时，离婚通常是最好的解决方法 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d178,[8 婚姻再不好，也比单身强 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,marriage,d179,[9 婚姻再不好，也比离婚强 ] 以下关于婚姻的看法，您是否同意？,True
CGSS,2017,housework,d182,[2 丈夫的责任就是赚钱，妻子的责任就是照顾家庭 ] 以下关于性别角色的说法，您是否同意？,True
CGSS,2017,education,d183,[3 孩子上学之前母亲最好不要出去工作] 以下关于性别角色的说法，您是否同意？,True
CGSS,2017,employment,d183,[3 孩子上学之前母亲最好不要出去工作] 以下关于性别角色的说法，您是否同意？,True
CGSS,2017,marriage,d201,[1 当夫家和娘家都需要帮忙时，已婚妇女应先帮助夫家 ] 以下关于家庭价值观的说法，您是否同意？,True
CGSS,2017,housework,d204,[4 子女中，谁照顾父母较多，谁就应该继承较多家产] 以下关于家庭价值观的说法，您是否同意？,True
CGSS,2017,marriage,d24,这是您的第一次婚姻吗？,True
CGSS,2017,marriage,d25,这是您目前配偶的第一次婚姻吗？,True
CGSS,2017,marriage,d27,您父母对您选择结婚对象有多大影响？,True
CGSS,2017,marriage,d281,[1 配偶会听我说我的烦恼 ] 以下这些叙述符合您的情形或想法吗？,True
CGSS,2017,marriage,d282,[2 配偶会跟我说他/她的烦恼 ] 以下这些叙述符合您的情形或想法吗？,True
CGSS,2017,marriage,d291,[1 做晚饭] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,housework,d291,[1 做晚饭] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,marriage,d292,[2 洗衣服] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,housework,d292,[2 洗衣服] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,marriage,d293,[3 打扫家里] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,housework,d293,[3 打扫家里] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,marriage,d294,[4 屋里屋外的修理维护] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,housework,d294,[4 屋里屋外的修理维护] 下列家务事，您配偶多长时间会做一次？,True
CGSS,2017,marriage,d301,[1 子女的教养 ] 下列家庭事务是由您还是您配偶决定？,True
CGSS,2017,marriage,d302,[2 自己父母的奉养 ] 下列家庭事务是由您还是您配偶决定？,True
CGSS,2017,marriage,d303,[3 家用支出的分配 ] 下列家庭事务是由您还是您配偶决定？,True
CGSS,2017,marriage,d304,[4 买高价的家庭用品 ] 下列家庭事务是由您还是您配偶决定？,True
CGSS,2017,marriage,d31,总的来说，您对您的婚姻生活感到满意吗？,True
CGSS,2017,marriage,d32,结婚以来，您父母是否在金钱上帮助过您，例如买（租）房子或做生意？给了多少钱？,True
CGSS,2017,marriage,d33,结婚以来，您配偶的父母是否在金钱上帮助过您，例如买（租）房子或做生意？给了多少钱？,True
CGSS,2017,marriage,d344,[4 您配偶] 以下请您评估您自己和家人的健康状况：,True
CGSS,2017,marriage,d345,[5 您配偶父亲 ] 以下请您评估您自己和家人的健康状况：,True
CGSS,2017,marriage,d346,[6 您配偶母亲 ] 以下请您评估您自己和家人的健康状况：,True
CGSS,2017,education,d378,教育、培训支出,True
CGSS,2017,edu_expect,d381,[1 在事情不确定时，我通常会期望事情朝最好的方向发展。] 您对以下观点的同意程度如何？,True
CGSS,2017,birth_age,d402,[2 随着年龄增长，我从生活中悟出了许多道理，这使我变得更坚强、更有能力] 您对以下观点的同意程度如何？,True
CGSS,2017,income,d408,[8 我对家里的收入感到满意] 您对以下观点的同意程度如何？,True
CGSS,2017,employment,isco08_a59,被访者目前从事非农工作,True
CGSS,2017,employment,isco08_a60,被访者曾经从事非农工作,True
CGSS,2017,marriage,isco08_sp,配偶职业,True
CGSS,2017,employment,isco08_sp,配偶职业,True
CGSS,2017,employment,isco08_fa,父亲职业,True
CGSS,2017,employment,isco08_mo,母亲职业,True
CGSS,2017,region,isurban,城乡,True
CGSS,2017,weight,weight,权重,False
CGSS,2021,region,s41,采访地点-省/自治区/直辖市编码,True
CGSS,2021,birth_age,A3_1,[年]  A3. 您的出生日期是什么？,False
